,Name,Classification,Taxon ID,Assembly,Accession,Species_str,assembly,Core_db
1034,Pyrenophora tritici-repentis,Pleosporales,45151,Ptr86-124,GCA_003231425.1,pyrenophora_tritici_repentis_gca_003231425,Ptr86-124,fungi_ascomycota4_collection_core_59_112_1
1035,Pyrenophora tritici-repentis,Pleosporales,45151,Ptr5213,GCA_003231345.1,pyrenophora_tritici_repentis_gca_003231345,Ptr5213,fungi_ascomycota4_collection_core_59_112_1
1036,Pyrenophora tritici-repentis,Pleosporales,45151,Ptr_V0001,GCA_008692205.1,pyrenophora_tritici_repentis_gca_008692205,Ptr_V0001,fungi_ascomycota4_collection_core_59_112_1
1037,Pyrenophora tritici-repentis,Pleosporales,45151,Ptr239,GCA_003231365.1,pyrenophora_tritici_repentis_gca_003231365,Ptr239,fungi_ascomycota4_collection_core_59_112_1
1038,Pyrenophora tritici-repentis,Pleosporales,45151,Ptr11137,GCA_003231355.1,pyrenophora_tritici_repentis_gca_003231355,Ptr11137,fungi_ascomycota4_collection_core_59_112_1
1039,Pyrenophora tritici-repentis,Pleosporales,45151,Ptr134,GCA_003231325.1,pyrenophora_tritici_repentis_gca_003231325,Ptr134,fungi_ascomycota4_collection_core_59_112_1
1040,Pyrenophora tritici-repentis Pt-1C-BFP,Pleosporales,426418,ASM14998v1,GCA_000149985.1,pyrenophora_triticirepentis,ASM14998v1,pyrenophora_triticirepentis_core_59_112_1
1041,Pyricularia oryzae,Magnaporthales,318829,ASM434696v1,GCA_004346965.1,pyricularia_oryzae_gca_004346965,ASM434696v1,fungi_ascomycota5_collection_core_59_112_1
1042,Pyrrhoderma noxium,Hymenochaetales,2282107,ASM228747v2,GCA_002287475.2,pyrrhoderma_noxium_gca_002287475,ASM228747v2,fungi_basidiomycota1_collection_core_59_112_1
1043,Rachicladosporium antarcticum,Capnodiales,1507870,ASM207706v1,GCA_002077065.1,rachicladosporium_antarcticum_gca_002077065,ASM207706v1,fungi_ascomycota3_collection_core_59_112_1
1044,Rachicladosporium sp. CCFEE 5018,Capnodiales,1974281,ASM207704v2,GCA_002077045.2,rachicladosporium_sp_ccfee_5018_gca_002077045,ASM207704v2,fungi_ascomycota3_collection_core_59_112_1
1045,Ramularia collo-cygni,Capnodiales,112498,version_1,GCA_900074925.1,ramularia_collo_cygni_gca_900074925,version 1,fungi_ascomycota4_collection_core_59_112_1
1046,Rasamsonia emersonii CBS 393.64,Eurotiales,1408163,ASM96859v1,GCA_000968595.1,rasamsonia_emersonii_cbs_393_64_gca_000968595,ASM96859v1,fungi_ascomycota2_collection_core_59_112_1
1047,Rhinocladiella mackenziei CBS 650.93,Chaetothyriomycetidae,1442369,Rhin_mack_CBS_650_93_V1,GCA_000835555.1,rhinocladiella_mackenziei_cbs_650_93_gca_000835555,Rhin_mack_CBS_650_93_V1,fungi_ascomycota2_collection_core_59_112_1
1048,Rhizoclosmatium globosum str. JEL800,Chytridiomycota,329046,Rhihy1,GCA_002104985.1,rhizoclosmatium_globosum_gca_002104985,Rhihy1,fungi_chytridiomycota1_collection_core_59_112_1
1049,Rhizoctonia solani,Cantharellales,456999,AG22IIIB,GCA_001286725.1,rhizoctonia_solani_gca_001286725,AG22IIIB,fungi_basidiomycota1_collection_core_59_112_1
1050,Rhizoctonia solani 123E,Cantharellales,1423351,Rhizoctonia_solani_123E_v1,GCA_000715385.1,rhizoctonia_solani_123e_gca_000715385,Rhizoctonia solani 123E v1,fungi_basidiomycota1_collection_core_59_112_1
1051,Rhizoctonia solani AG-1 IA str. AG1 IA,Cantharellales,983506,Rhisol_AG1IA_1.0,GCA_000334115.1,rhizoctonia_solani_ag_1_ia_gca_000334115,Rhisol_AG1IA_1.0,fungi_basidiomycota1_collection_core_59_112_1
1052,Rhizoctonia solani AG-1 IB,Cantharellales,1108050,ASM35025v1,GCA_000350255.1,rhizoctonia_solani_ag_1_ib_gca_000350255,ASM35025v1,fungi_basidiomycota1_collection_core_59_112_1
1053,Rhizoctonia solani AG-1 IB str. 7/3/14,Cantharellales,1108050,7_3_14,GCA_000832345.2,rhizoctonia_solani_ag_1_ib_gca_000832345,7_3_14,fungi_basidiomycota2_collection_core_59_112_1
1054,Rhizoctonia solani AG-3 Rhs1AP,Cantharellales,1086054,Rhizoctonia_solani_AG-3,GCA_000524645.1,rhizoctonia_solani_ag_3_rhs1ap_gca_000524645,Rhizoctonia solani AG-3,fungi_basidiomycota1_collection_core_59_112_1
1055,Rhizoctonia solani AG-8 WAC10335,Cantharellales,1287689,RSAG8-1.V1,GCA_000695385.1,rhizoctonia_solani_ag_8_wac10335_gca_000695385,RSAG8-1.V1,fungi_basidiomycota1_collection_core_59_112_1
1056,Rhizophagus irregularis DAOM 181602=DAOM 197198,Glomerales,747089,ASM43914v3,GCA_000439145.3,rhizophagus_irregularis_daom_181602_gca_000439145,ASM43914v3,fungi_mucoromycota1_collection_core_59_112_1
1057,Rhizophagus irregularis DAOM 181602=DAOM 197198,Glomerales,747089,Rir_HGAP_ii_V2,GCA_002897155.1,rhizophagus_irregularis_daom_181602_daom_197198_gca_002897155,Rir_HGAP_ii_V2,fungi_mucoromycota1_collection_core_59_112_1
1058,Rhizophagus irregularis DAOM 197198w str. DAOM197198w,Glomerales,1432141,Rir,GCA_000597685.1,rhizophagus_irregularis_daom_197198w_gca_000597685,Rir,fungi_mucoromycota1_collection_core_59_112_1
1059,Rhizophagus irregularis str. A1,Glomerales,588596,ASM159312v1,GCA_001593125.1,rhizophagus_irregularis_gca_001593125,ASM159312v1,fungi_mucoromycota1_collection_core_59_112_1
1060,Rhizophagus irregularis str. A4,Glomerales,588596,ASM159314v1,GCA_001593145.1,rhizophagus_irregularis_gca_001593145,ASM159314v1,fungi_mucoromycota1_collection_core_59_112_1
1061,Rhizophagus irregularis str. A5,Glomerales,588596,ASM159320v1,GCA_001593205.1,rhizophagus_irregularis_gca_001593205,ASM159320v1,fungi_mucoromycota1_collection_core_59_112_1
1062,Rhizophagus irregularis str. C2,Glomerales,588596,ASM159315v1,GCA_001593155.1,rhizophagus_irregularis_gca_001593155,ASM159315v1,fungi_mucoromycota1_collection_core_59_112_1
1063,Rhizophagus sp. MUCL 43196,Glomerales,1803374,ASM354999v1,GCA_003549995.1,rhizophagus_sp_mucl_43196_gca_003549995,ASM354999v1,fungi_mucoromycota1_collection_core_59_112_1
1064,Rhizopogon vesiculosus str. AM-OR11-056,Boletales,180088,Rves_AM-OR11-056_1.0,GCA_001882365.1,rhizopogon_vesiculosus_gca_001882365,Rves_AM-OR11-056_1.0,fungi_basidiomycota1_collection_core_59_112_1
1065,Rhizopogon vinicolor AM-OR11-026,Boletales,1314800,Rhivi1,GCA_001658105.1,rhizopogon_vinicolor_am_or11_026_gca_001658105,Rhivi1,fungi_basidiomycota1_collection_core_59_112_1
1066,Rhizopus azygosporus,Mucoromycotina,86630,Razy_CA,GCA_003325435.1,rhizopus_azygosporus_gca_003325435,Razy_CA,fungi_mucoromycota1_collection_core_59_112_1
1067,Rhizopus delemar RA 99-880,Mucoromycotina,246409,RO3,GCA_000149305.1,rhizopus_delemar_ra_99_880_gca_000149305,RO3,fungi_mucoromycota1_collection_core_59_112_1
1068,Rhizopus microsporus ATCC 52813,Mucoromycotina,1340429,Rhimi1_1,GCA_002708625.1,rhizopus_microsporus_atcc_52813_gca_002708625,Rhimi1_1,fungi_mucoromycota1_collection_core_59_112_1
1069,Rhizopus microsporus str. ATCC 11559,Mucoromycotina,58291,Rhimi_ATCC11559_1,GCA_002083735.1,rhizopus_microsporus_gca_002083735,Rhimi_ATCC11559_1,fungi_mucoromycota1_collection_core_59_112_1
1070,Rhizopus microsporus str. CBS-344.29,Mucoromycotina,58291,Rmicro_CBS_344.29_Allpaths-LG,GCA_000825725.1,rhizopus_microsporus_gca_000825725,Rmicro_CBS_344.29_Allpaths-LG,fungi_mucoromycota1_collection_core_59_112_1
1071,Rhizopus microsporus var. microsporus str. ATCC 52814,Mucoromycotina,86635,Rhimi_ATCC52814_1,GCA_002083745.1,rhizopus_microsporus_var_microsporus_gca_002083745,Rhimi_ATCC52814_1,fungi_mucoromycota1_collection_core_59_112_1
1072,Rhizopus stolonifer,Mucoromycotina,4846,Rstol_CA,GCA_003325415.1,rhizopus_stolonifer_gca_003325415,Rstol_CA,fungi_mucoromycota1_collection_core_59_112_1
1073,Rhodotorula diobovata str. UCD-FST 08-225,Sporidiobolales,5288,UMAN_Rdio_1.0,GCA_006352295.1,rhodotorula_diobovata_gca_006352295,UMAN_Rdio_1.0,fungi_basidiomycota2_collection_core_59_112_1
1074,Rhodotorula graminis WP1,Sporidiobolales,578459,Rhoba1_1,GCA_001329695.1,rhodotorula_graminis_wp1_gca_001329695,Rhoba1_1,fungi_basidiomycota1_collection_core_59_112_1
1075,Rhodotorula sp. JG-1b,Sporidiobolales,1305733,Rhosp1,GCA_001541205.1,rhodotorula_sp_jg_1b_gca_001541205,Rhosp1,fungi_basidiomycota1_collection_core_59_112_1
1076,Rhodotorula taiwanensis str. MD1149,Sporidiobolales,741276,ASM292249v1,GCA_002922495.1,rhodotorula_taiwanensis_gca_002922495,ASM292249v1,fungi_basidiomycota1_collection_core_59_112_1
1077,Rhodotorula toruloides,Sporidiobolales,5286,IFO0880_HGAP3_v1,GCA_001255795.1,rhodotorula_toruloides_gca_001255795,IFO0880_HGAP3_v1,fungi_basidiomycota1_collection_core_59_112_1
1078,Rhodotorula toruloides ATCC 204091,Sporidiobolales,1001064,R.glutinis2,GCA_000222205.2,rhodotorula_toruloides_atcc_204091_gca_000222205,R.glutinis2,fungi_basidiomycota1_collection_core_59_112_1
1079,Rhodotorula toruloides NP11,Sporidiobolales,1130832,RHOziaDV1.0,GCA_000320785.2,rhodotorula_toruloides_np11_gca_000320785,RHOziaDV1.0,fungi_basidiomycota1_collection_core_59_112_1
1080,Rhodotorula toruloides str. CECT1137,Sporidiobolales,5286,ASM323401v1,GCA_003234015.1,rhodotorula_toruloides_gca_003234015,ASM323401v1,fungi_basidiomycota1_collection_core_59_112_1
1081,Rhodotorula toruloides str. NBRC 0880,Sporidiobolales,5286,ASM98887v2,GCA_000988875.2,rhodotorula_toruloides_gca_000988875,ASM98887v2,fungi_basidiomycota1_collection_core_59_112_1
1082,Rhodotorula toruloides str. NBRC10032,Sporidiobolales,5286,Rt10032-v1,GCA_007990605.1,rhodotorula_toruloides_gca_007990605,Rt10032-v1,fungi_basidiomycota2_collection_core_59_112_1
1083,Rhynchosporium agropyri,Helotiales,914238,version_1,GCA_900074905.1,rhynchosporium_agropyri_gca_900074905,version 1,fungi_ascomycota3_collection_core_59_112_1
1084,Rhynchosporium commune,Helotiales,914237,version_1,GCA_900074885.1,rhynchosporium_commune_gca_900074885,version 1,fungi_ascomycota3_collection_core_59_112_1
1085,Rhynchosporium secalis,Helotiales,38038,version_1,GCA_900074895.1,rhynchosporium_secalis_gca_900074895,version 1,fungi_ascomycota3_collection_core_59_112_1
1086,Rickenella mellea str. SZMC22713,Hymenochaetales,50990,Ricmel1,GCA_004355085.1,rickenella_mellea_gca_004355085,Ricmel1,fungi_basidiomycota1_collection_core_59_112_1
1087,Rosellinia necatrix str. W97,Xylariales,77044,Rnecatrix_2.0,GCA_001445595.3,rosellinia_necatrix_gca_001445595,Rnecatrix_2.0,fungi_ascomycota3_collection_core_59_112_1
1088,Rozella allomycis CSF55,Cryptomycota,988480,Rozella_k41_t100,GCA_000442015.1,rozella_allomycis_csf55_gca_000442015,Rozella_k41_t100,fungi_rozellomycota1_collection_core_59_112_1
1089,Rutstroemia sp. NJR-2017a BBW,Helotiales,2070414,ASM294642v1,GCA_002946425.1,rutstroemia_sp_njr_2017a_bbw_gca_002946425,ASM294642v1,fungi_ascomycota4_collection_core_59_112_1
1090,Rutstroemia sp. NJR-2017a BVV2,Helotiales,2070413,ASM294641v1,GCA_002946415.1,rutstroemia_sp_njr_2017a_bvv2_gca_002946415,ASM294641v1,fungi_ascomycota4_collection_core_59_112_1
1091,Rutstroemia sp. NJR-2017a WRK4,Helotiales,2070412,ASM294638v1,GCA_002946385.1,rutstroemia_sp_njr_2017a_wrk4_gca_002946385,ASM294638v1,fungi_ascomycota4_collection_core_59_112_1
1092,Saccharomyces boulardii (nom. inval.) str. biocodex,Saccharomycetales,252598,ASM129837v2,GCA_001298375.2,saccharomyces_boulardii_nom_inval_gca_001298375,ASM129837v2,fungi_ascomycota3_collection_core_59_112_1
1093,Saccharomyces boulardii (nom. inval.) str. unique28,Saccharomycetales,252598,ASM141397v1,GCA_001413975.1,saccharomyces_boulardii_nom_inval_gca_001413975,ASM141397v1,fungi_ascomycota3_collection_core_59_112_1
1101,Saccharomyces cerevisiae,Saccharomycetales,559292,R64-1-1,GCA_000146045.2,saccharomyces_cerevisiae,R64-1-1,saccharomyces_cerevisiae_core_59_112_4
1211,Saccharomyces eubayanus str. FM1318,Saccharomycetales,1080349,SEUB3.0,GCA_001298625.1,saccharomyces_eubayanus_gca_001298625,SEUB3.0,fungi_ascomycota3_collection_core_59_112_1
1212,Saccharomyces kudriavzevii IFO 1802,Saccharomycetales,226230,Saccharomyces_kudriavzevii_strain_IFO1802_v1.0,GCA_000167075.2,saccharomyces_kudriavzevii_ifo_1802_gca_000167075,Saccharomyces_kudriavzevii_strain_IFO1802_v1.0,fungi_ascomycota1_collection_core_59_112_1
1213,Saccharomyces pastorianus,Saccharomycetales,27292,ASM1102231v1,GCA_011022315.1,saccharomyces_pastorianus_gca_011022315,ASM1102231v1,fungi_ascomycota4_collection_core_59_112_1
1214,Saccharomycetaceae sp. 'Ashbya aceri',Saccharomycetales,566037,ASM41222v2,GCA_000412225.2,saccharomycetaceae_sp_ashbya_aceri_gca_000412225,ASM41222v2,fungi_ascomycota1_collection_core_59_112_1
1215,Saccharomycodes ludwigii,Saccharomycetales,36035,S_ludwigii_v1,GCA_900491785.1,saccharomycodes_ludwigii_gca_900491785,S_ludwigii_v1,fungi_ascomycota4_collection_core_59_112_1
1216,Saitoella complicata NRRL Y-17804,Taphrinomycotina,698492,Saico1,GCA_001661265.1,saitoella_complicata_nrrl_y_17804_gca_001661265,Saico1,fungi_ascomycota3_collection_core_59_112_1
1217,Saitoella complicata NRRL Y-17804,Taphrinomycotina,698492,Scomplicata_3.0,GCA_000227095.3,saitoella_complicata_nrrl_y_17804_gca_000227095,Scomplicata_3.0,fungi_ascomycota2_collection_core_59_112_1
1218,Saitozyma podzolica str. DSM 27192,Tremellales,1890683,ASM394221v1,GCA_003942215.1,saitozyma_podzolica_gca_003942215,ASM394221v1,fungi_basidiomycota2_collection_core_59_112_1
1219,Scedosporium apiospermum str. IHEM 14462,Microascales,563466,ScApio1.0,GCA_000732125.1,scedosporium_apiospermum_gca_000732125,ScApio1.0,fungi_ascomycota1_collection_core_59_112_1
1220,Scheffersomyces stipitis CBS 6054,Saccharomycetales,322104,ASM20916v1,GCA_000209165.1,scheffersomyces_stipitis_cbs_6054_gca_000209165,ASM20916v1,fungi_ascomycota1_collection_core_59_112_1
1221,Schizophyllum commune H4-8,Agaricales,578458,v1.0,GCA_000143185.1,schizophyllum_commune_h4_8_gca_000143185,v1.0,fungi_basidiomycota1_collection_core_59_112_1
1222,Schizopora paradoxa str. KUC8140,Hymenochaetales,27342,Schpa1,GCA_001020605.1,schizopora_paradoxa_gca_001020605,Schpa1,fungi_basidiomycota1_collection_core_59_112_1
1223,Schizosaccharomyces cryophilus,Schizosaccharomycetales,653667,GCA_000004155.2,GCA_000004155.2,schizosaccharomyces_cryophilus,SCY4,schizosaccharomyces_cryophilus_core_59_112_2
1224,Schizosaccharomyces japonicus,Schizosaccharomycetales,402676,GCA_000149845.2,GCA_000149845.2,schizosaccharomyces_japonicus,SJ5,schizosaccharomyces_japonicus_core_59_112_2
1225,Schizosaccharomyces octosporus,Schizosaccharomycetales,483514,GCA_000150505.2,GCA_000150505.2,schizosaccharomyces_octosporus,SO6,schizosaccharomyces_octosporus_core_59_112_2
1226,Schizosaccharomyces pombe,Schizosaccharomycetales,284812,ASM294v2,GCA_000002945.2,schizosaccharomyces_pombe,ASM294v2,schizosaccharomyces_pombe_core_59_112_2
1227,Scleroderma citrinum Foug A,Boletales,1036808,Scleroderma_citrinum_Foug_A_v1.0,GCA_000827425.1,scleroderma_citrinum_foug_a_gca_000827425,Scleroderma citrinum Foug A v1.0,fungi_basidiomycota1_collection_core_59_112_1
1228,Sclerotinia borealis F-4128,Sclerotiniaceae,1432307,SBOR_1,GCA_000503235.1,sclerotinia_borealis_f_4128_gca_000503235,SBOR_1,fungi_ascomycota1_collection_core_59_112_1
1229,Sclerotinia sclerotiorum,Sclerotiniaceae,665079,ASM14694v1,GCA_000146945.1,sclerotinia_sclerotiorum,ASM14694v1,sclerotinia_sclerotiorum_core_59_112_1
1230,Sclerotinia sclerotiorum 1980 UF-70,Sclerotiniaceae,665079,ASM185786v1,GCA_001857865.1,sclerotinia_sclerotiorum_1980_uf_70_gca_001857865,ASM185786v1,fungi_ascomycota3_collection_core_59_112_1
1231,Scytalidium lignicola str. DSM 105466,Fungi,5539,ASM281274v2,GCA_002812745.2,scytalidium_lignicola_gca_002812745,ASM281274v2,fungi_ascomycota5_collection_core_59_112_1
1232,Scytalidium sp. 3C,Fungi,2487125,SPSU_Gcan_3,GCA_000743665.3,scytalidium_sp_3c_gca_000743665,SPSU_Gcan_3,fungi_ascomycota5_collection_core_59_112_1
1233,Serendipita indica DSM 11827,Sebacinales,1109443,ASM31354v1,GCA_000313545.1,serendipita_indica_dsm_11827_gca_000313545,ASM31354v1,fungi_basidiomycota1_collection_core_59_112_1
1234,Serendipita vermifera MAFF 305830,Sebacinales,933852,Sebacina_vermifera_MAFF_305830_v1.0,GCA_000827415.1,serendipita_vermifera_maff_305830_gca_000827415,Sebacina vermifera MAFF 305830 v1.0,fungi_basidiomycota1_collection_core_59_112_1
1235,Serpula lacrymans var. lacrymans S7.3,Boletales,936435,v1.0,GCA_000218725.1,serpula_lacrymans_var_lacrymans_s7_3_gca_000218725,v1.0,fungi_basidiomycota1_collection_core_59_112_1
1236,Serpula lacrymans var. lacrymans S7.9,Boletales,578457,v1.0,GCA_000218685.1,serpula_lacrymans_var_lacrymans_s7_9_gca_000218685,v1.0,fungi_basidiomycota1_collection_core_59_112_1
1237,Sistotremastrum niveocremeum HHB9708,Fungi,1314777,Sisni1,GCA_001630475.1,sistotremastrum_niveocremeum_hhb9708_gca_001630475,Sisni1,fungi_basidiomycota1_collection_core_59_112_1
1238,Sistotremastrum suecicum HHB10207 ss-3,Fungi,1314776,Sissu1,GCA_001632355.1,sistotremastrum_suecicum_hhb10207_ss_3_gca_001632355,Sissu1,fungi_basidiomycota1_collection_core_59_112_1
1239,Sodiomyces alkalinus F11,Glomerellales,1314773,Sodal1,GCA_003711515.1,sodiomyces_alkalinus_f11_gca_003711515,Sodal1,fungi_ascomycota4_collection_core_59_112_1
1240,Sordaria macrospora,Sordariales,5147,ASM869232v1,GCA_008692325.1,sordaria_macrospora_gca_008692325,ASM869232v1,fungi_ascomycota5_collection_core_59_112_1
1241,Sordaria macrospora k-hell,Sordariales,771870,ASM18280v2,GCA_000182805.2,sordaria_macrospora_k_hell_gca_000182805,ASM18280v2,fungi_ascomycota1_collection_core_59_112_1
1242,Sparassis crispa,Polyporales,139825,SCP_1.1,GCA_003851025.1,sparassis_crispa_gca_003851025,SCP_1.1,fungi_basidiomycota2_collection_core_59_112_1
1243,Spathaspora passalidarum NRRL Y-27907,Saccharomycetales,619300,Spathaspora_passalidarum_v2.0,GCA_000223485.1,spathaspora_passalidarum_nrrl_y_27907_gca_000223485,Spathaspora passalidarum v2.0,fungi_ascomycota1_collection_core_59_112_1
1244,Spathaspora sp. JA1,Saccharomycetales,2028339,ASM367603v1,GCA_003676035.1,spathaspora_sp_ja1_gca_003676035,ASM367603v1,fungi_ascomycota5_collection_core_59_112_1
1245,Sphaceloma murrayae str. CQ-2017a,Dothideomycetes,2082308,ASM289598v1,GCA_002895985.1,sphaceloma_murrayae_gca_002895985,ASM289598v1,fungi_ascomycota4_collection_core_59_112_1
1246,Sphaerobolus stellatus SS14,Geastrales,990650,Sphst1,GCA_000827215.1,sphaerobolus_stellatus_ss14_gca_000827215,Sphst1,fungi_basidiomycota1_collection_core_59_112_1
1247,Sphaerosporella brunnea str. Sb_GMNB300,Pezizales,1250544,Sphbr2,GCA_008704415.1,sphaerosporella_brunnea_gca_008704415,Sphbr2,fungi_ascomycota5_collection_core_59_112_1
1248,Sphaerulina musiva SO2202,Capnodiales,692275,Septoria_musiva_SO2202_v1.0,GCA_000320565.2,sphaerulina_musiva_so2202_gca_000320565,Septoria musiva SO2202 v1.0,fungi_ascomycota1_collection_core_59_112_1
1249,Spizellomyces punctatus DAOM BR117,Chytridiomycota,645134,S_punctatus_V1,GCA_000182565.2,spizellomyces_punctatus_daom_br117_gca_000182565,S_punctatus_V1,fungi_chytridiomycota1_collection_core_59_112_1
1250,Spizellomyces sp. 'palustris' str. CBS 455.65,Chytridiomycota,117820,ASM653596v1,GCA_006535965.1,spizellomyces_sp_palustris_gca_006535965,ASM653596v1,fungi_chytridiomycota1_collection_core_59_112_1
1251,Sporisorium graminicola str. CBS 10092,Ustilaginales,280036,PGRAM_IIB_1.0,GCA_005498985.1,sporisorium_graminicola_gca_005498985,PGRAM_IIB_1.0,fungi_basidiomycota1_collection_core_59_112_1
1252,Sporisorium reilianum,Ustilaginales,999809,GCA_000230245.1,GCA_000230245.1,sporisorium_reilianum,ASM23024v1,sporisorium_reilianum_core_59_112_1
1253,Sporisorium reilianum f. sp. reilianum,Ustilaginales,72559,version_2,GCA_900162835.1,sporisorium_reilianum_f_sp_reilianum_gca_900162835,version 2,fungi_basidiomycota1_collection_core_59_112_1
1254,Sporisorium scitamineum str. Ssc1,Ustilaginales,49012,ASM90000236v1,GCA_900002365.1,sporisorium_scitamineum_gca_900002365,ASM90000236v1,fungi_basidiomycota2_collection_core_59_112_1
1255,Sporormia fimetaria CBS 119925,Pleosporales,1340428,Spofi1,GCA_010093795.1,sporormia_fimetaria_cbs_119925_gca_010093795,Spofi1,fungi_ascomycota5_collection_core_59_112_1
1256,Sporothrix brasiliensis 5110,Ophiostomatales,1398154,S_brasiliensis_5110_v1,GCA_000820605.1,sporothrix_brasiliensis_5110_gca_000820605,S_brasiliensis_5110_v1,fungi_ascomycota2_collection_core_59_112_1
1257,Sporothrix insectorum RCEF 264,Ophiostomatales,1081102,SPI_1.0,GCA_001636815.1,sporothrix_insectorum_rcef_264_gca_001636815,SPI 1.0,fungi_ascomycota3_collection_core_59_112_1
1258,Sporothrix schenckii 1099-18,Ophiostomatales,1397361,S_schenckii_v1,GCA_000961545.1,sporothrix_schenckii_1099_18_gca_000961545,S_schenckii_v1,fungi_ascomycota2_collection_core_59_112_1
1259,Sporothrix schenckii ATCC 58251,Ophiostomatales,1391915,Spor_sche_ATCC58251_V1,GCA_000474925.1,sporothrix_schenckii_atcc_58251_gca_000474925,Spor_sche_ATCC58251_V1,fungi_ascomycota1_collection_core_59_112_1
1260,Spraguea lophii 42_110,Spraguidae,1358809,Sprlop1.0,GCA_000430065.1,spraguea_lophii_42_110_gca_000430065,Sprlop1.0,fungi_microsporidia1_collection_core_59_112_1
1261,Stachybotrys chartarum IBT 40288,Hypocreales,1283842,S40288v1,GCA_000732765.1,stachybotrys_chartarum_ibt_40288_gca_000732765,S40288v1,fungi_ascomycota1_collection_core_59_112_1
1262,Stachybotrys chartarum IBT 40293,Hypocreales,1280524,S40293v1,GCA_000732565.1,stachybotrys_chartarum_ibt_40293_gca_000732565,S40293v1,fungi_ascomycota1_collection_core_59_112_1
1263,Stachybotrys chartarum IBT 7711,Hypocreales,1280523,S7711v1,GCA_000730325.1,stachybotrys_chartarum_ibt_7711_gca_000730325,S7711v1,fungi_ascomycota1_collection_core_59_112_1
1264,Stachybotrys chlorohalonata IBT 40285,Hypocreales,1283841,S40285v1,GCA_000732775.1,stachybotrys_chlorohalonata_ibt_40285_gca_000732775,S40285v1,fungi_ascomycota1_collection_core_59_112_1
1265,Stagonospora sp. SRC1lsM3a,Pleosporales,765868,Stasp1,GCA_001644525.1,stagonospora_sp_src1lsm3a_gca_001644525,Stasp1,fungi_ascomycota3_collection_core_59_112_1
1266,Steccherinum ochraceum str. LE-BIN_3174,Polyporales,92696,INBI_StOhra_v1.0,GCA_004332605.1,steccherinum_ochraceum_gca_004332605,INBI_StOhra_v1.0,fungi_basidiomycota2_collection_core_59_112_1
1267,Stemphylium lycopersici str. CIDEFI 212,Pleosporales,183478,ASM326831v1,GCA_003268315.1,stemphylium_lycopersici_gca_003268315,ASM326831v1,fungi_ascomycota5_collection_core_59_112_1
1268,Stemphylium lycopersici str. CIDEFI 213,Pleosporales,183478,ASM326833v1,GCA_003268335.1,stemphylium_lycopersici_gca_003268335,ASM326833v1,fungi_ascomycota5_collection_core_59_112_1
1269,Stemphylium lycopersici str. CIDEFI 216,Pleosporales,183478,ASM119154v1,GCA_001191545.1,stemphylium_lycopersici_gca_001191545,ASM119154v1,fungi_ascomycota3_collection_core_59_112_1
1270,Stereum hirsutum FP-91666 SS1,Russulales,721885,Stehi1,GCA_000264905.1,stereum_hirsutum_fp_91666_ss1_gca_000264905,Stehi1,fungi_basidiomycota1_collection_core_59_112_1
1271,Sugiyamaella lignohabitans str. CBS 10342,Saccharomycetales,796027,ASM164002v2,GCA_001640025.2,sugiyamaella_lignohabitans_gca_001640025,ASM164002v2,fungi_ascomycota3_collection_core_59_112_1
1272,Suhomyces tanzawaensis NRRL Y-17324,Saccharomycetales,984487,Canta1,GCA_001661415.1,suhomyces_tanzawaensis_nrrl_y_17324_gca_001661415,Canta1,fungi_ascomycota3_collection_core_59_112_1
1273,Suillus luteus UH-Slu-Lm8-n1,Boletales,930992,Suilu1,GCA_000827255.1,suillus_luteus_uh_slu_lm8_n1_gca_000827255,Suilu1,fungi_basidiomycota1_collection_core_59_112_1
1274,Syncephalastrum racemosum str. NRRL 2496,Mucoromycotina,13706,Synrac1,GCA_002105135.1,syncephalastrum_racemosum_gca_002105135,Synrac1,fungi_mucoromycota1_collection_core_59_112_1
1275,Synchytrium endobioticum str. LEV6574,Chytridiomycota,286115,ASM653604v1,GCA_006536045.1,synchytrium_endobioticum_gca_006536045,ASM653604v1,fungi_chytridiomycota1_collection_core_59_112_1
1276,Synchytrium endobioticum str. MB42,Chytridiomycota,286115,ASM653595v1,GCA_006535955.1,synchytrium_endobioticum_gca_006535955,ASM653595v1,fungi_chytridiomycota1_collection_core_59_112_1
1277,Synchytrium microbalum str. JEL517,Chytridiomycota,1806994,ASM653598v1,GCA_006535985.1,synchytrium_microbalum_gca_006535985,ASM653598v1,fungi_chytridiomycota1_collection_core_59_112_1
1278,Talaromyces amestolkiae str. CIB,Eurotiales,1196081,ASM189636v1,GCA_001896365.1,talaromyces_amestolkiae_gca_001896365,ASM189636v1,fungi_ascomycota5_collection_core_59_112_1
1279,Talaromyces atroroseus str. IBT 11181,Eurotiales,1441469,ASM190759v1,GCA_001907595.1,talaromyces_atroroseus_gca_001907595,ASM190759v1,fungi_ascomycota3_collection_core_59_112_1
1280,Talaromyces islandicus,Eurotiales,28573,PIS,GCA_000985935.1,talaromyces_islandicus_gca_000985935,PIS,fungi_ascomycota2_collection_core_59_112_1
1281,Talaromyces marneffei,Eurotiales,37727,ASM965067v1,GCA_009650675.1,talaromyces_marneffei_gca_009650675,ASM965067v1,fungi_ascomycota5_collection_core_59_112_1
1282,Talaromyces marneffei,Eurotiales,37727,ASM955685v1,GCA_009556855.1,talaromyces_marneffei_gca_009556855,ASM955685v1,fungi_ascomycota4_collection_core_59_112_1
