Chromosome,Source,Feature,Start,End,Score,Strand,Frame,gene_id,gene_name,gene_source,gene_biotype,transcript_id,transcript_name,transcript_source,transcript_biotype,tag,exon_number,exon_id,protein_id
chrIV,sgd,gene,679543,679852,.,+,.,YDR112W,IRC2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,125838,126338,,-,,YDL187C,,,,,,,,,,,
chrIV,,promoter,1392680,1393180,,-,,YDR464C-A,,,,,,,,,,,
chrIV,,promoter,219288,219788,,-,,YDL135C,,,,,,,,,,,
chrIV,,intergenic,1068390,1068728,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,599688,600292,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,482267,482767,,-,,YDR017C,,,,,,,,,,,
chrIV,sgd,gene,45276,45918,.,-,.,YDL228C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,693261,693761,,-,,YDR120C,,,,,,,,,,,
chrIV,sgd,gene,87511,87982,.,+,.,YDL208W,NHP2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,694199,694699,,+,,YDR122W,,,,,,,,,,,
chrIV,,promoter,1130500,1131000,,+,,YDR332W,,,,,,,,,,,
chrIV,,promoter,943420,943920,,-,,YDR239C,,,,,,,,,,,
chrIV,sgd,gene,156317,157904,.,+,.,YDL170W,UGA3,sgd,protein_coding,,,,,,,,
chrIV,,promoter,756262,756762,,-,,YDR149C,,,,,,,,,,,
chrIV,,promoter,690513,691013,,+,,YDR119W-A,,,,,,,,,,,
chrIV,,intergenic,269976,270221,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,950062,950562,,+,,YDR244W,,,,,,,,,,,
chrIV,sgd,gene,298416,300003,.,-,.,YDL088C,ASM4,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,365067,365874,.,-,.,YDL049C,KNH1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,336248,337277,.,-,.,YDL065C,PEX19,sgd,protein_coding,,,,,,,,
chrIV,,promoter,497318,497818,,-,,YDR027C,,,,,,,,,,,
chrIV,,promoter,432631,433131,,-,,YDL011C,,,,,,,,,,,
chrIV,sgd,gene,1229348,1229609,.,-,.,YDR378C,LSM6,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,352876,355378,.,+,.,YDL056W,MBP1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,56846,57264,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,1332841,1332982,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,820794,821294,,+,,YDR180W,,,,,,,,,,,
chrIV,sgd,gene,848070,848223,.,+,.,YDR194W-A,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,172181,172313,.,+,.,YDL159W-A,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1196678,1198697,.,-,.,YDR362C,TFC6,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1149950,1150520,.,-,.,YDR339C,FCF1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,404748,405060,.,+,.,YDL026W,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1186106,1188941,.,+,.,YDR356W,SPC110,sgd,protein_coding,,,,,,,,
chrIV,,promoter,621611,622111,,+,,YDR089W,,,,,,,,,,,
chrIV,,intergenic,791848,792347,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,239018,239606,.,-,.,YDL125C,HNT1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1031919,1031935,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,181185,183018,.,-,.,YDL153C,SAS10,sgd,protein_coding,,,,,,,,
chrIV,,promoter,64741,65241,,+,,YDL219W,,,,,,,,,,,
chrIV,,intergenic,1220948,1221111,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,285165,285665,,-,,YDL098C,,,,,,,,,,,
chrIV,sgd,gene,1071879,1072557,.,-,.,YDR304C,CPR5,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1257357,1258056,.,-,.,YDR391C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,666770,667270,,-,,YDR105C,,,,,,,,,,,
chrIV,sgd,gene,1261680,1262967,.,+,.,YDR394W,RPT3,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,224303,226751,.,+,.,YDL132W,CDC53,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,535191,538467,.,-,.,YDR040C,ENA1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,393189,393689,,+,,YDL032W,,,,,,,,,,,
chrIV,,intergenic,343985,344236,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,588379,588879,,-,,YDR070C,,,,,,,,,,,
chrIV,,promoter,1052228,1052728,,-,,YDR294C,,,,,,,,,,,
chrIV,,intergenic,979709,980973,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,65765,65992,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,340798,341298,,-,,YDL061C,,,,,,,,,,,
chrIV,sgd,gene,485745,486444,.,-,.,YDR020C,DAS2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,473545,474045,,+,,YDR014W,,,,,,,,,,,
chrIV,,promoter,739997,740497,,-,,YDR141C,,,,,,,,,,,
chrIV,,intergenic,883927,884226,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1327889,1328389,,+,,YDR431W,,,,,,,,,,,
chrIV,,promoter,369270,369770,,+,,YDL047W,,,,,,,,,,,
chrIV,sgd,gene,968132,969680,.,-,.,YDR256C,CTA1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,750742,751242,,-,,YDR146C,,,,,,,,,,,
chrIV,sgd,gene,1243229,1245758,.,+,.,YDR385W,EFT2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1024755,1025255,,-,,YDR282C,,,,,,,,,,,
chrIV,,intergenic,1492413,1492476,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,899550,903480,.,-,.,YDR217C,RAD9,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,803194,804517,.,+,.,YDR170W-A,,sgd,transposable_element,,,,,,,,
chrIV,sgd,gene,1241203,1242031,.,-,.,YDR384C,ATO3,sgd,protein_coding,,,,,,,,
chrIV,,promoter,504695,505195,,-,,YDR032C,,,,,,,,,,,
chrIV,sgd,gene,565022,565640,.,-,.,YDR056C,EMC10,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1521198,1522748,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,183317,183899,.,-,.,YDL151C,BUD30,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1271062,1272085,.,+,.,YDR400W,URH1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,57264,60405,.,-,.,YDL223C,HBT1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1174676,1175828,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,1238004,1238311,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,443028,443511,.,+,.,YDL004W,ATP16,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,334834,336121,.,+,.,YDL066W,IDP1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,786205,786305,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,1402564,1402821,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,751630,753235,.,+,.,YDR147W,EKI1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,121592,122092,,-,,YDL190C,,,,,,,,,,,
chrIV,sgd,gene,1353724,1354633,.,+,.,YDR446W,ECM11,sgd,protein_coding,,,,,,,,
chrIV,,promoter,234426,234926,,+,,YDL127W,,,,,,,,,,,
chrIV,,promoter,569770,570270,,-,,YDR059C,,,,,,,,,,,
chrIV,,promoter,1420250,1420750,,-,,YDR481C,,,,,,,,,,,
chrIV,sgd,gene,1089218,1090079,.,-,.,YDR313C,PIB1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,77966,78466,,-,,YDL213C,,,,,,,,,,,
chrIV,,intergenic,1212265,1212347,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1472999,1473499,,-,,YDR514C,,,,,,,,,,,
chrIV,,promoter,570148,570648,,+,,YDR060W,,,,,,,,,,,
chrIV,,promoter,1430789,1431289,,-,,YDR488C,,,,,,,,,,,
chrIV,,promoter,500879,501379,,-,,YDR028C,,,,,,,,,,,
chrIV,sgd,gene,610440,611925,.,+,.,YDR082W,STN1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,447983,449276,.,+,.,YDL001W,RMD1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,216028,216528,,+,,YDL137W,,,,,,,,,,,
chrIV,,intergenic,734803,734900,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,452544,453044,,+,,YDR002W,,,,,,,,,,,
chrIV,,intergenic,1366162,1366263,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,811609,812109,,+,,YDR174W,,,,,,,,,,,
chrIV,sgd,gene,539802,540414,.,+,.,YDR041W,RSM10,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1416874,1417374,,-,,YDR479C,,,,,,,,,,,
chrIV,sgd,gene,851227,852397,.,+,.,YDR197W,CBS2,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1359402,1359422,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1004003,1005143,.,+,.,YDR268W,MSW1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1403321,1404173,.,+,.,YDR472W,TRS31,sgd,protein_coding,,,,,,,,
chrIV,,promoter,583212,583712,,+,,YDR068W,,,,,,,,,,,
chrIV,,intergenic,540414,540600,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1212347,1212847,,+,,YDR367W,,,,,,,,,,,
chrIV,sgd,gene,936614,937493,.,+,.,YDR237W,MRPL7,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1170325,1171825,.,-,.,YDR348C,PAL1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,192749,194225,.,+,.,YDL146W,LDB17,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1039369,1039699,.,+,.,YDR290W,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1394574,1395074,,-,,YDR465C,,,,,,,,,,,
chrIV,,intergenic,280165,280306,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,894534,895034,,+,,YDR216W,,,,,,,,,,,
chrIV,sgd,gene,691548,693261,.,-,.,YDR120C,TRM1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1202127,1202397,.,+,.,YDR363W-A,SEM1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,464996,465050,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,218679,219288,.,-,.,YDL135C,RDI1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,728258,730250,.,+,.,YDR137W,RGP1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1441432,1443403,.,-,.,YDR496C,PUF6,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,392557,392658,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1063351,1067425,.,+,.,YDR301W,CFT1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,239606,240106,,-,,YDL125C,,,,,,,,,,,
chrIV,,promoter,616150,616650,,-,,YDR085C,,,,,,,,,,,
chrIV,sgd,gene,389171,392057,.,-,.,YDL035C,GPR1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,994241,995534,.,-,.,YDR263C,DIN7,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,167713,169078,.,+,.,YDL161W,ENT1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,167358,167715,.,-,.,YDL162C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1297931,1298431,,+,,YDR416W,,,,,,,,,,,
chrIV,sgd,gene,434263,434336,.,-,.,tT(AGU)D,,sgd,tRNA,,,,,,,,
chrIV,,promoter,1349789,1350289,,+,,YDR444W,,,,,,,,,,,
chrIV,,promoter,552753,553253,,+,,YDR049W,,,,,,,,,,,
chrIV,,intergenic,677802,678240,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,122215,123589,.,+,.,YDL189W,RBS1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,911598,912098,,+,,YDR223W,,,,,,,,,,,
chrIV,sgd,gene,619968,620041,.,-,.,tR(ACG)D,,sgd,tRNA,,,,,,,,
chrIV,sgd,gene,755627,763874,.,+,.,YDR150W,NUM1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,811632,812132,,-,,YDR173C,,,,,,,,,,,
chrIV,sgd,gene,547977,548310,.,-,.,YDR045C,RPC11,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,521815,522928,.,+,.,YDR035W,ARO3,sgd,protein_coding,,,,,,,,
chrIV,,promoter,477296,477796,,+,,YDR014W-A,,,,,,,,,,,
chrIV,sgd,gene,492555,494268,.,-,.,YDR026C,NSI1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,884360,884493,.,+,.,tI(UAU)D,,sgd,tRNA,,,,,,,,
chrIV,,promoter,1430511,1431011,,+,,YDR489W,,,,,,,,,,,
chrIV,,promoter,539302,539802,,+,,YDR041W,,,,,,,,,,,
chrIV,,promoter,428566,429066,,+,,YDL013W,,,,,,,,,,,
chrIV,,promoter,42244,42744,,-,,YDL231C,,,,,,,,,,,
chrIV,sgd,gene,70639,73918,.,-,.,YDL215C,GDH2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,300003,300503,,-,,YDL088C,,,,,,,,,,,
chrIV,,promoter,106240,106740,,+,,YDL196W,,,,,,,,,,,
chrIV,sgd,gene,1359922,1360798,.,+,.,YDR450W,RPS18A,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,494648,497318,.,-,.,YDR027C,VPS54,sgd,protein_coding,,,,,,,,
chrIV,,promoter,644930,645430,,-,,YDR098C,,,,,,,,,,,
chrIV,sgd,gene,341618,343985,.,+,.,YDL060W,TSR1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,141208,141721,.,-,.,YDL177C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,174174,174674,,-,,YDL158C,,,,,,,,,,,
chrIV,sgd,gene,981461,986775,.,+,.,YDR261W-B,,sgd,transposable_element,,,,,,,,
chrIV,sgd,gene,264511,264964,.,-,.,YDL110C,TMA17,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1462054,1462357,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1005664,1005988,.,-,.,YDR269C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1020246,1020746,,+,,YDR280W,,,,,,,,,,,
chrIV,,promoter,1468899,1469399,,+,,YDR510W,,,,,,,,,,,
chrIV,sgd,gene,508146,509109,.,+,.,YDR033W,MRH1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,458103,458603,,-,,YDR005C,,,,,,,,,,,
chrIV,,intergenic,616650,616927,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1103257,1103757,,+,,YDR318W,,,,,,,,,,,
chrIV,sgd,gene,36796,38173,.,+,.,YDL233W,MFG1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,18958,19312,.,+,.,YDL242W,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,42699,43707,.,+,.,YDL230W,PTP1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,362671,363583,.,-,.,YDL052C,SLC1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,718815,720303,.,-,.,YDR132C,,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,613251,613404,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,709548,712995,.,+,.,YDR128W,MTC5,sgd,protein_coding,,,,,,,,
chrIV,,promoter,930357,930857,,-,,YDR233C,,,,,,,,,,,
chrIV,,intergenic,169078,169365,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1402821,1403321,,+,,YDR472W,,,,,,,,,,,
chrIV,,intergenic,795223,796192,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,852397,852532,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1229609,1230109,,-,,YDR378C,,,,,,,,,,,
chrIV,,promoter,248080,248580,,+,,YDL117W,,,,,,,,,,,
chrIV,sgd,gene,486803,488003,.,+,.,YDR021W,FAL1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,478758,479258,,-,,YDR016C,,,,,,,,,,,
chrIV,,promoter,384081,384581,,-,,YDL039C,,,,,,,,,,,
chrIV,,promoter,491014,491514,,+,,YDR025W,,,,,,,,,,,
chrIV,,promoter,94104,94604,,+,,YDL204W,,,,,,,,,,,
chrIV,,promoter,1145818,1146318,,+,,YDR337W,,,,,,,,,,,
chrIV,,intergenic,578159,578162,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,501414,501752,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,300213,300999,.,-,.,YDL087C,LUC7,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1037194,1038106,.,+,.,YDR288W,NSE3,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,258914,263225,.,+,.,YDL112W,TRM3,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,142096,144223,.,+,.,YDL176W,,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1049892,1050458,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,409807,410056,.,-,.,YDL022C-A,,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,935138,935235,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,565926,567555,.,+,.,YDR057W,YOS9,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,588826,589402,.,-,.,YDR071C,PAA1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1422762,1424688,.,+,.,YDR484W,VPS52,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1487541,1488990,.,-,.,YDR524C,AGE1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1239959,1240676,.,-,.,YDR383C,NKP1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,927451,929098,.,+,.,YDR232W,HEM1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1125433,1126018,.,-,.,YDR328C,SKP1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1274101,1274601,,+,,YDR403W,,,,,,,,,,,
chrIV,sgd,gene,287058,289512,.,+,.,YDL095W,PMT1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,887231,888911,.,+,.,YDR212W,TCP1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,625998,626498,,-,,YDR090C,,,,,,,,,,,
chrIV,sgd,gene,1508004,1509714,.,+,.,YDR536W,STL1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1337351,1337774,.,+,.,YDR437W,GPI19,sgd,protein_coding,,,,,,,,
chrIV,,promoter,199495,199995,,+,,YDL143W,,,,,,,,,,,
chrIV,sgd,gene,629875,630605,.,+,.,YDR092W,UBC13,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,910053,911301,.,+,.,YDR222W,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,746237,746737,,+,,YDR145W,,,,,,,,,,,
chrIV,,promoter,1317773,1318273,,-,,YDR422C,,,,,,,,,,,
chrIV,,promoter,36477,36977,,-,,YDL234C,,,,,,,,,,,
chrIV,sgd,gene,734900,739997,.,-,.,YDR141C,DOP1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,563026,563526,,+,,YDR055W,,,,,,,,,,,
chrIV,,promoter,548310,548810,,-,,YDR045C,,,,,,,,,,,
chrIV,,promoter,602563,603063,,+,,YDR079W,,,,,,,,,,,
chrIV,,promoter,977229,977729,,-,,YDR260C,,,,,,,,,,,
chrIV,,intergenic,211061,211374,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,22470,22608,.,-,.,YDL240C-A,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,32295,33234,.,+,.,YDL236W,PHO13,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,145825,147589,.,-,.,YDL174C,DLD1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,553398,553898,,-,,YDR048C,,,,,,,,,,,
chrIV,sgd,gene,1185138,1185282,.,-,.,YDR354C-A,,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,691214,691548,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1321628,1322006,.,-,.,YDR426C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,635339,635839,,+,,YDR094W,,,,,,,,,,,
chrIV,,promoter,906829,907329,,+,,YDR221W,,,,,,,,,,,
chrIV,,promoter,410056,410556,,-,,YDL022C-A,,,,,,,,,,,
chrIV,sgd,gene,410378,410451,.,+,.,tA(AGC)D,,sgd,tRNA,,,,,,,,
chrIV,,promoter,657467,657967,,-,,YDR101C,,,,,,,,,,,
chrIV,sgd,gene,474045,475989,.,+,.,YDR014W,RAD61,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1038279,1039509,.,-,.,YDR289C,RTT103,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,30656,31829,.,+,.,YDL237W,AIM6,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1104947,1105002,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1250185,1251634,.,+,.,YDR388W,RVS167,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,160764,160994,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1105827,1106327,,-,,YDR319C,,,,,,,,,,,
chrIV,sgd,gene,906999,907293,.,-,.,YDR220C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1322006,1322506,,-,,YDR426C,,,,,,,,,,,
chrIV,sgd,gene,326612,329567,.,+,.,YDL073W,AHK1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1067730,1068390,.,+,.,YDR302W,GPI11,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1039727,1042961,.,+,.,YDR291W,HRQ1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,455200,456583,.,+,.,YDR004W,RAD57,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,439908,440754,.,+,.,YDL006W,PTC1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,273652,274876,.,-,.,YDL104C,QRI7,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1356064,1357369,.,+,.,YDR448W,ADA2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,727551,728051,,-,,YDR135C,,,,,,,,,,,
chrIV,,intergenic,497818,497834,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,178333,181039,.,+,.,YDL154W,MSH5,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,781422,781950,.,+,.,YDR163W,CWC15,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1059126,1059626,,+,,YDR299W,,,,,,,,,,,
chrIV,sgd,gene,561439,562327,.,-,.,YDR054C,CDC34,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,117663,118517,.,+,.,YDL191W,RPL35A,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1494585,1495857,.,+,.,YDR528W,HLR1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,361285,361785,,-,,YDL054C,,,,,,,,,,,
chrIV,,promoter,1092511,1093011,,-,,YDR314C,,,,,,,,,,,
chrIV,sgd,gene,1295597,1296686,.,-,.,YDR414C,ERD1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,60405,60905,,-,,YDL223C,,,,,,,,,,,
chrIV,,promoter,330523,331023,,+,,YDL070W,,,,,,,,,,,
chrIV,sgd,gene,283418,284444,.,+,.,YDL099W,BUG1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1178665,1181260,.,+,.,YDR351W,SBE2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,426001,426934,.,-,.,YDL015C,TSC13,sgd,protein_coding,,,,,,,,
chrIV,,promoter,857953,858453,,-,,YDR202C,,,,,,,,,,,
chrIV,sgd,gene,478473,478758,.,-,.,YDR016C,DAD1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1525523,1526023,,-,,YDR544C,,,,,,,,,,,
chrIV,sgd,gene,38486,38597,.,+,.,YDL232W,OST4,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,644177,644930,.,-,.,YDR098C,GRX3,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1418549,1420250,.,-,.,YDR481C,PHO8,sgd,protein_coding,,,,,,,,
chrIV,,promoter,171930,172430,,-,,YDL160C,,,,,,,,,,,
chrIV,sgd,gene,331023,332940,.,+,.,YDL070W,BDF2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1485565,1487038,.,-,.,YDR523C,SPS1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,954287,954947,.,+,.,YDR246W,TRS23,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,937493,937894,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,461341,461841,,+,,YDR007W,,,,,,,,,,,
chrIV,,promoter,1198682,1199182,,+,,YDR363W,,,,,,,,,,,
chrIV,,intergenic,368711,369270,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,205111,205359,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,664910,665410,,-,,YDR104C,,,,,,,,,,,
chrIV,sgd,gene,1496790,1497768,.,-,.,YDR530C,APA2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,437546,438046,,+,,YDL007W,,,,,,,,,,,
chrIV,sgd,gene,429066,430926,.,+,.,YDL013W,SLX5,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,992831,992902,.,+,.,tG(GCC)D2,,sgd,tRNA,,,,,,,,
chrIV,,intergenic,194225,194570,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,658349,661103,.,+,.,YDR103W,STE5,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,626498,626707,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,16203,17226,.,+,.,YDL244W,THI13,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,83618,83769,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,302463,302670,.,-,.,YDL085C-A,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,183342,184611,.,+,.,YDL150W,RPC53,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1489990,1490490,,-,,YDR524C-A,,,,,,,,,,,
chrIV,,intergenic,1518175,1519663,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1414574,1415171,.,+,.,YDR478W,SNM1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1199182,1200553,.,+,.,YDR363W,ESC2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,671034,671534,,-,,YDR107C,,,,,,,,,,,
chrIV,,intergenic,187918,188153,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1008394,1008766,.,-,.,YDR271C,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1272233,1273703,.,-,.,YDR402C,DIT2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1411127,1411627,,-,,YDR476C,,,,,,,,,,,
chrIV,,promoter,802222,802722,,-,,YDR170C,,,,,,,,,,,
chrIV,sgd,gene,1338273,1339386,.,+,.,YDR438W,THI74,sgd,protein_coding,,,,,,,,
chrIV,,promoter,836746,837246,,-,,YDR187C,,,,,,,,,,,
chrIV,,promoter,1259400,1259900,,+,,YDR393W,,,,,,,,,,,
chrIV,,promoter,31795,32295,,+,,YDL236W,,,,,,,,,,,
chrIV,,promoter,814152,814652,,-,,YDR175C,,,,,,,,,,,
chrIV,sgd,gene,685881,687840,.,+,.,YDR118W,APC4,sgd,protein_coding,,,,,,,,
